Parking_ID,Location,Date,Time,Total_Slots,Available_Slots,Occupied_Slots,Vehicle_Type,Parking_Status,Entry_Count,Exit_Count,Revenue,Sensor_Status
P0953,Guindy,2026-04-02,08:27,100,51,49,Truck,Full,100,31,3675,Inactive
P0954,Tambaram,2026-02-23,01:30,83,15,68,Car,Full,47,18,2856,Active
P0955,T Nagar,2026-04-09,20:10,63,10,53,EV,Full,47,29,2703,Inactive
P0956,Velachery,2026-01-25,14:53,241,16,225,Car,Full,50,27,16875,Inactive
P0957,Porur,2026-02-02,08:09,165,7,158,Truck,Available,64,15,3950,Inactive
P0958,Anna Nagar,2026-02-19,16:36,66,51,15,Car,Full,147,28,855,Inactive
P0959,T Nagar,2026-06-12,12:07,108,97,11,EV,Available,116,24,363,Inactive
P0960,Velachery,2026-05-04,15:13,188,28,160,EV,Full,27,23,12480,Active
P0961,Adyar,2026-04-06,14:48,192,21,171,Car,Available,32,30,3762,Active
P0962,Anna Nagar,2026-03-08,02:31,266,36,230,EV,Available,79,47,13800,Inactive
P0963,Adyar,2026-06-18,06:26,267,77,190,Truck,Full,120,117,14250,Active
P0964,T Nagar,2026-01-31,03:20,210,52,158,Car,Available,131,85,7742,Inactive
P0965,Anna Nagar,2026-03-09,08:15,83,50,33,EV,Full,118,87,1782,Active
P0966,Porur,2026-02-06,13:25,85,70,15,EV,Full,27,24,1125,Active
P0967,Guindy,2026-06-07,01:42,190,65,125,Truck,Full,37,15,3250,Inactive
P0968,Velachery,2026-06-01,03:35,168,35,133,EV,Full,126,91,9310,Inactive
P0969,Anna Nagar,2026-04-17,16:26,93,75,18,Truck,Full,119,45,1008,Active
P0970,Guindy,2026-01-26,23:06,133,42,91,Truck,Full,96,59,3458,Active
P0971,Porur,2026-04-07,11:47,118,83,35,EV,Full,59,16,2625,Active
P0972,Adyar,2026-04-12,19:43,52,18,34,Car,Full,136,89,714,Inactive
P0973,Guindy,2026-05-09,10:18,299,205,94,Car,Available,137,17,3948,Active
P0974,Velachery,2026-03-17,02:42,241,4,237,Truck,Available,131,41,5688,Active
P0975,Tambaram,2026-01-03,03:57,59,38,21,EV,Available,34,27,1323,Inactive
P0976,OMR,2026-03-15,05:55,229,209,20,Car,Full,129,111,540,Active
P0977,OMR,2026-02-05,23:20,240,181,59,EV,Available,51,24,1888,Inactive
P0978,Tambaram,2026-03-15,13:12,276,186,90,Bike,Available,57,54,4230,Inactive
P0979,T Nagar,2026-05-01,15:41,196,118,78,Car,Available,65,57,4446,Inactive
P0980,T Nagar,2026-03-06,09:24,217,81,136,Car,Available,128,52,9384,Inactive
P0981,OMR,2026-03-27,05:38,81,15,66,Bike,Available,29,24,4488,Inactive
P0982,Adyar,2026-05-21,22:38,167,118,49,Truck,Available,112,34,3185,Inactive
P0983,OMR,2026-04-10,15:25,114,45,69,Bike,Full,20,20,2691,Active
P0984,Adyar,2026-01-30,16:39,257,210,47,Bike,Full,29,22,2397,Active
P0985,Tambaram,2026-06-27,20:16,89,24,65,Car,Full,56,46,3900,Active
P0986,T Nagar,2026-05-28,20:59,144,116,28,Car,Available,83,75,1484,Active
P0987,T Nagar,2026-06-21,06:50,141,114,27,Bike,Available,85,79,1161,Inactive
P0988,Guindy,2026-04-30,03:56,118,46,72,Car,Available,145,46,2520,Active
P0989,Tambaram,2026-01-06,15:16,72,32,40,Car,Full,96,27,2400,Active
P0990,Adyar,2026-01-23,10:27,267,115,152,Car,Available,134,114,10488,Active
P0991,Guindy,2026-05-05,08:33,55,32,23,Bike,Available,35,27,667,Active
P0992,T Nagar,2026-03-18,18:32,152,131,21,Car,Full,138,52,924,Inactive
P0993,OMR,2026-03-16,03:49,149,129,20,Car,Full,23,11,1480,Inactive
P0994,Guindy,2026-06-20,22:29,199,108,91,Bike,Available,125,58,4004,Active
P0995,OMR,2026-02-27,13:28,290,181,109,Truck,Available,126,79,2507,Active
P0996,Tambaram,2026-05-29,05:09,198,6,192,EV,Available,43,21,5952,Active
P0997,Adyar,2026-03-26,13:57,114,35,79,EV,Full,135,104,2765,Active
P0998,Tambaram,2026-03-20,14:33,104,87,17,Car,Available,59,18,646,Inactive
P0999,Tambaram,2026-04-27,10:19,294,252,42,Truck,Full,104,18,1260,Active
P1000,Velachery,2026-05-26,01:09,122,5,117,Truck,Available,87,16,6435,Inactive
P1001,OMR,2026-04-09,05:59,63,51,12,Car,Available,145,121,288,Inactive
P1002,OMR,2026-04-13,15:18,95,13,82,Car,Full,20,20,4182,Active
P1003,Velachery,2026-04-16,02:32,298,53,245,Car,Full,59,54,18620,Inactive
P1004,T Nagar,2026-03-15,12:49,251,148,103,EV,Full,44,29,6180,Inactive
P1005,Porur,2026-03-05,09:53,191,97,94,Car,Full,102,20,2632,Inactive
P1006,Guindy,2026-04-15,21:59,166,146,20,Bike,Full,111,82,500,Inactive
P1007,Velachery,2026-04-11,20:37,267,41,226,Bike,Available,87,79,12204,Active
P1008,Guindy,2026-02-05,00:30,145,21,124,Car,Available,58,18,7936,Inactive
P1009,OMR,2026-04-03,18:54,263,89,174,Truck,Full,74,15,8352,Inactive
P1010,Adyar,2026-01-09,21:29,210,24,186,Bike,Full,71,40,14880,Active
P1011,Tambaram,2026-01-04,13:23,210,70,140,Car,Full,24,20,3080,Inactive
P1012,Adyar,2026-01-24,19:25,239,138,101,EV,Full,149,82,2828,Active
P1013,Guindy,2026-04-10,14:36,51,17,34,EV,Available,52,51,1938,Inactive
P1014,Velachery,2026-05-03,15:15,156,129,27,Bike,Available,79,40,1296,Inactive
P1015,Adyar,2026-02-02,11:04,132,55,77,EV,Available,92,52,3850,Inactive
P1016,T Nagar,2026-03-12,21:48,179,76,103,Bike,Full,30,13,2369,Inactive
P1017,Velachery,2026-02-04,02:33,281,184,97,EV,Available,144,108,6111,Active
P1018,Anna Nagar,2026-06-14,18:07,185,98,87,Car,Available,42,32,3567,Active
P1019,Porur,2026-01-31,10:54,83,61,22,Bike,Full,56,54,902,Inactive
P1020,OMR,2026-02-04,09:02,247,115,132,Truck,Available,93,79,6468,Inactive
P1021,Adyar,2026-06-26,10:07,289,185,104,Truck,Available,71,68,7696,Inactive
P1022,Guindy,2026-03-20,13:54,202,57,145,Truck,Available,139,15,4930,Inactive
P1023,Guindy,2026-06-09,10:22,53,17,36,Bike,Available,139,55,2160,Active
P1024,Porur,2026-06-06,18:37,265,224,41,Truck,Full,33,17,2255,Active
P1025,Guindy,2026-05-25,15:55,190,13,177,Bike,Full,132,82,11151,Active
P1026,Velachery,2026-03-27,07:00,116,0,116,EV,Available,109,55,3596,Active
P1027,T Nagar,2026-03-25,02:49,104,86,18,Car,Full,31,27,666,Active
P1028,Tambaram,2026-01-11,09:56,218,55,163,Truck,Available,79,74,4890,Active
P1029,Velachery,2026-02-23,13:52,71,52,19,Bike,Available,87,66,608,Inactive
P1030,T Nagar,2026-05-07,15:18,111,58,53,Car,Full,91,34,1537,Active
P1031,Guindy,2026-04-22,01:55,144,4,140,EV,Available,52,34,4760,Inactive
P1032,Guindy,2026-06-09,03:03,144,31,113,Car,Available,62,22,2825,Inactive
P1033,Tambaram,2026-05-10,05:56,176,53,123,Bike,Full,103,100,3690,Inactive
P1034,Velachery,2026-01-01,02:46,238,190,48,Truck,Available,35,10,2304,Active
P1035,T Nagar,2026-02-05,03:09,218,60,158,Car,Full,130,12,10112,Active
P1036,Anna Nagar,2026-01-29,14:48,95,77,18,Car,Full,27,13,1332,Inactive
P1037,Adyar,2026-04-16,06:20,76,9,67,Bike,Available,21,17,4824,Inactive
P1038,Adyar,2026-06-25,15:32,236,166,70,EV,Full,91,10,4620,Inactive
P1039,T Nagar,2026-05-13,12:07,116,76,40,Car,Full,117,49,1840,Inactive
P1040,Adyar,2026-04-23,08:35,106,35,71,Truck,Full,32,26,2343,Inactive
P1041,Tambaram,2026-05-18,17:48,111,50,61,Car,Full,84,16,3050,Active
P1042,Anna Nagar,2026-05-13,06:53,173,56,117,EV,Available,149,103,3978,Inactive
P1043,Guindy,2026-05-15,01:27,152,10,142,Truck,Full,58,29,10082,Active
P1044,Adyar,2026-04-29,14:09,100,28,72,Truck,Available,108,85,3168,Active
P1045,Guindy,2026-05-08,23:52,283,192,91,Truck,Full,60,17,3640,Active
P1046,OMR,2026-06-03,07:02,90,52,38,Bike,Available,143,32,836,Active
P1047,Guindy,2026-06-29,13:31,208,23,185,Truck,Full,97,89,6475,Inactive
P1048,Guindy,2026-03-17,18:37,93,24,69,EV,Full,26,19,1725,Inactive
P1049,Adyar,2026-06-13,07:03,183,103,80,Truck,Full,33,18,6400,Inactive
P1050,Adyar,2026-02-04,23:34,241,32,209,EV,Full,69,41,8569,Active
P1051,T Nagar,2026-06-25,14:51,244,45,199,Bike,Available,110,59,14726,Inactive
P1052,Tambaram,2026-02-25,01:29,90,21,69,Truck,Full,116,61,1518,Inactive
P1053,Anna Nagar,2026-02-14,02:00,213,77,136,EV,Available,79,32,2992,Active
P1054,Porur,2026-06-07,22:15,77,63,14,EV,Available,107,89,938,Inactive
P1055,Anna Nagar,2026-01-05,05:47,297,256,41,Car,Available,143,96,2255,Active
P1056,Velachery,2026-02-16,15:49,141,15,126,EV,Available,131,98,9324,Active
P1057,Anna Nagar,2026-01-01,11:28,116,89,27,Car,Full,72,21,1134,Inactive
P1058,Tambaram,2026-03-10,23:21,206,119,87,EV,Full,20,19,4176,Active
P1059,OMR,2026-02-09,22:27,107,33,74,Bike,Available,53,34,1850,Active
P1060,T Nagar,2026-05-16,16:46,222,206,16,Car,Available,136,123,640,Inactive
P1061,Porur,2026-02-14,05:46,83,31,52,EV,Full,90,46,2860,Active
P1062,Velachery,2026-02-06,03:06,283,32,251,Truck,Full,55,24,14558,Active
P1063,OMR,2026-05-28,06:46,258,24,234,Bike,Available,144,78,11232,Active
P1064,OMR,2026-01-05,18:50,163,139,24,Car,Full,109,79,1128,Inactive
P1065,Velachery,2026-03-10,09:37,174,127,47,Truck,Available,51,42,2632,Active
P1066,Porur,2026-04-08,18:38,233,88,145,Bike,Available,62,50,7830,Inactive
P1067,Velachery,2026-06-11,18:58,244,116,128,Car,Available,73,43,4480,Active
P1068,OMR,2026-05-31,04:45,153,121,32,EV,Full,45,25,2496,Active
P1069,Tambaram,2026-01-05,17:19,214,30,184,Bike,Available,47,36,14536,Active
P1070,Porur,2026-05-01,09:15,128,57,71,Car,Available,34,23,4970,Active
P1071,Adyar,2026-01-06,02:51,292,69,223,Bike,Full,111,104,17840,Active
P1072,Anna Nagar,2026-06-27,18:41,294,203,91,EV,Available,108,10,4914,Active
P1073,OMR,2026-05-19,15:06,248,208,40,EV,Available,120,90,1280,Active
P1074,Velachery,2026-06-14,04:55,148,37,111,Truck,Full,110,13,5217,Inactive
P1075,Porur,2026-05-27,18:08,94,23,71,Bike,Available,53,29,4828,Active
P1076,T Nagar,2026-06-29,02:11,205,183,22,EV,Available,40,33,946,Inactive
P1077,Porur,2026-06-16,18:38,206,88,118,Car,Full,61,41,9204,Active
P1078,Tambaram,2026-06-18,18:17,136,35,101,Car,Available,61,24,7373,Active
P1079,Tambaram,2026-05-26,05:17,62,25,37,Truck,Available,110,88,1813,Active
P1080,Anna Nagar,2026-03-08,08:51,167,66,101,Truck,Available,52,51,4545,Active
P1081,T Nagar,2026-05-13,06:41,57,22,35,EV,Full,115,106,735,Active
P1082,Anna Nagar,2026-01-03,17:16,199,108,91,Truck,Full,122,18,3367,Active
P1083,Tambaram,2026-02-24,00:07,97,17,80,EV,Available,85,37,1680,Inactive
P1084,Adyar,2026-03-12,01:14,284,151,133,Truck,Available,118,28,3192,Active
P1085,T Nagar,2026-02-25,06:13,257,81,176,Truck,Full,96,90,12848,Active
P1086,Adyar,2026-05-13,00:15,82,58,24,Truck,Full,131,58,1656,Active
P1087,Porur,2026-04-19,18:56,244,86,158,Car,Available,144,49,6478,Active
P1088,Porur,2026-05-19,19:12,246,18,228,Truck,Full,63,42,13680,Active
P1089,T Nagar,2026-04-24,06:43,299,172,127,Car,Full,48,24,7366,Inactive
P1090,Adyar,2026-03-11,09:24,285,14,271,Car,Available,88,56,8672,Inactive
P1091,OMR,2026-04-26,11:09,154,129,25,Truck,Available,47,28,1450,Inactive
P1092,Guindy,2026-04-11,05:43,206,133,73,EV,Full,106,67,4526,Inactive
P1093,Velachery,2026-01-13,01:18,77,57,20,Car,Full,82,73,520,Active
P1094,Tambaram,2026-03-28,08:38,211,172,39,Truck,Full,42,37,1014,Inactive
P1095,Guindy,2026-01-01,13:00,177,0,177,Bike,Full,81,35,10443,Inactive
P1096,T Nagar,2026-05-13,08:42,178,153,25,Truck,Available,65,16,1850,Active
P1097,Guindy,2026-02-08,08:42,66,35,31,Bike,Full,43,31,992,Inactive
P1098,Tambaram,2026-03-21,13:54,174,67,107,Car,Full,127,36,3852,Inactive
P1099,Adyar,2026-04-11,10:47,76,41,35,EV,Full,103,15,1015,Active
P1100,Guindy,2026-01-04,03:18,267,222,45,EV,Available,114,93,2610,Active
P1101,Porur,2026-01-26,17:59,190,38,152,Car,Available,142,87,4712,Active
P1102,OMR,2026-03-24,20:18,93,2,91,Car,Full,123,117,6188,Inactive
P1103,Adyar,2026-05-24,05:49,209,15,194,Bike,Available,65,11,12610,Active
P1104,T Nagar,2026-03-06,09:30,187,165,22,EV,Full,129,65,1100,Inactive
P1105,OMR,2026-01-16,04:42,279,80,199,Truck,Full,72,16,15721,Inactive
P1106,Velachery,2026-05-26,17:50,97,6,91,Bike,Available,140,57,3640,Active
P1107,Adyar,2026-01-30,16:24,205,49,156,Car,Available,92,46,10764,Active
P1108,Adyar,2026-05-15,18:16,272,121,151,Car,Available,128,48,3473,Active
P1109,OMR,2026-06-03,16:56,157,19,138,EV,Available,102,21,6072,Inactive
P1110,Adyar,2026-01-10,02:11,116,38,78,EV,Available,101,69,4446,Inactive
P1111,Guindy,2026-02-07,07:36,181,70,111,Bike,Full,76,73,3441,Active
P1112,Anna Nagar,2026-06-17,23:27,250,76,174,Bike,Full,128,44,11658,Inactive
P1113,T Nagar,2026-01-27,04:34,168,8,160,Truck,Full,124,44,4960,Inactive
P1114,Velachery,2026-06-25,01:45,98,81,17,Bike,Available,52,38,1275,Active
P1115,Adyar,2026-03-02,11:33,143,63,80,Bike,Available,79,68,2640,Inactive
P1116,Porur,2026-04-17,16:16,119,68,51,Bike,Available,147,53,1275,Inactive
P1117,Porur,2026-03-20,15:01,273,62,211,Truck,Available,52,39,4853,Active
P1118,OMR,2026-05-26,13:00,118,60,58,Truck,Full,125,29,4582,Inactive
P1119,Porur,2026-04-12,13:10,115,26,89,EV,Full,123,55,3382,Inactive
P1120,Guindy,2026-01-06,04:39,94,55,39,Bike,Available,62,14,2301,Active
P1121,Anna Nagar,2026-04-15,14:53,198,80,118,Car,Full,49,29,2950,Inactive
P1122,T Nagar,2026-05-05,00:54,135,106,29,Truck,Available,56,45,2291,Inactive
P1123,Velachery,2026-02-06,18:50,138,66,72,Car,Available,55,40,3816,Active
P1124,Velachery,2026-03-09,10:02,93,49,44,Bike,Available,72,47,3300,Active
P1125,Porur,2026-05-14,12:35,75,20,55,Bike,Available,112,28,4015,Active
P1126,Adyar,2026-03-08,01:08,206,76,130,Car,Available,60,14,3510,Inactive
P1127,Tambaram,2026-03-30,08:50,150,136,14,Car,Available,24,19,602,Inactive
P1128,T Nagar,2026-04-05,18:48,120,82,38,EV,Available,88,39,2280,Inactive
P1129,Anna Nagar,2026-02-19,22:29,116,5,111,EV,Available,80,15,5439,Active
P1130,OMR,2026-02-28,10:25,191,147,44,Car,Available,99,22,1408,Active
P1131,Velachery,2026-05-29,02:45,300,222,78,EV,Full,106,36,6006,Inactive
P1132,Velachery,2026-01-18,16:41,179,55,124,Car,Full,79,54,7068,Active
P1133,T Nagar,2026-01-01,13:20,236,79,157,Bike,Full,96,50,10519,Inactive
P1134,T Nagar,2026-03-13,06:06,244,142,102,Car,Available,76,21,3570,Active
P1135,Porur,2026-03-02,13:30,148,6,142,Truck,Full,65,28,10366,Active
P1136,Guindy,2026-04-01,17:28,226,134,92,Car,Full,87,70,6440,Inactive
P1137,Porur,2026-03-22,09:15,162,130,32,EV,Available,77,69,1856,Active
P1138,Adyar,2026-01-08,19:41,92,81,11,EV,Full,143,118,407,Inactive
P1139,Tambaram,2026-03-09,06:40,201,87,114,Truck,Full,64,36,6156,Inactive
P1140,T Nagar,2026-03-20,23:33,223,0,223,EV,Full,119,111,17617,Inactive
P1141,Velachery,2026-01-09,21:39,159,87,72,Bike,Full,70,70,4680,Active
P1142,Tambaram,2026-02-27,05:22,243,175,68,Bike,Available,66,62,1632,Active
P1143,Velachery,2026-01-08,23:49,113,56,57,Car,Available,82,31,4503,Active
P1144,Guindy,2026-03-24,08:54,229,123,106,Bike,Available,98,16,5830,Active
P1145,Tambaram,2026-06-27,18:01,80,53,27,Bike,Available,69,49,2079,Active
P1146,OMR,2026-01-27,10:21,177,167,10,Car,Full,100,83,640,Inactive
P1147,OMR,2026-05-19,12:12,263,194,69,EV,Full,20,12,1518,Inactive
P1148,Anna Nagar,2026-01-16,04:27,200,21,179,Car,Full,94,68,10203,Inactive
P1149,OMR,2026-05-25,05:43,73,48,25,Bike,Full,33,26,1250,Inactive
P1150,Guindy,2026-06-07,23:00,295,173,122,EV,Available,54,20,4392,Inactive
P1151,OMR,2026-06-01,00:36,127,42,85,Car,Available,121,84,5865,Inactive
P1152,T Nagar,2026-03-09,05:17,185,45,140,Bike,Full,112,52,6580,Inactive
P1153,Velachery,2026-06-10,18:14,76,5,71,Truck,Full,37,17,3976,Inactive
P1154,Porur,2026-01-25,04:53,83,30,53,Bike,Available,36,30,2173,Inactive
P1155,Tambaram,2026-06-23,08:42,237,121,116,Bike,Available,131,27,3364,Active
P1156,OMR,2026-03-06,21:52,195,173,22,Truck,Available,95,37,1738,Active
P1157,Adyar,2026-02-16,02:10,196,25,171,EV,Available,83,59,11286,Active
P1158,Guindy,2026-04-20,01:03,196,147,49,Truck,Available,131,46,1029,Active
P1159,Velachery,2026-06-16,06:08,77,7,70,Car,Full,134,84,5110,Active
P1160,OMR,2026-02-23,04:46,163,94,69,Car,Available,91,80,1518,Active
P1161,OMR,2026-02-09,09:28,206,175,31,EV,Available,122,51,1147,Active
P1162,Adyar,2026-05-14,01:28,251,9,242,EV,Available,86,51,11374,Inactive
P1163,Tambaram,2026-03-02,03:03,64,9,55,Car,Full,82,20,3520,Active
P1164,OMR,2026-02-24,16:09,154,80,74,Truck,Full,88,36,5476,Inactive
P1165,Porur,2026-02-22,07:53,80,20,60,Car,Available,30,23,4680,Inactive
P1166,OMR,2026-04-25,17:47,300,274,26,EV,Full,108,92,832,Active
P1167,Adyar,2026-05-08,23:13,107,63,44,EV,Full,100,39,1496,Active
P1168,Anna Nagar,2026-06-21,13:43,299,220,79,EV,Available,119,50,4266,Inactive
P1169,Tambaram,2026-05-21,04:53,290,167,123,Car,Full,44,14,3444,Active
P1170,Porur,2026-03-31,09:39,162,20,142,EV,Full,20,10,7810,Active
P1171,Velachery,2026-03-11,13:52,177,118,59,Car,Available,145,116,2478,Inactive
P1172,Anna Nagar,2026-04-17,07:53,102,49,53,Bike,Available,77,21,3021,Inactive
P1173,OMR,2026-05-27,08:40,139,17,122,EV,Full,58,47,4880,Active
P1174,Anna Nagar,2026-02-27,08:35,173,53,120,Car,Full,59,27,7080,Inactive
P1175,T Nagar,2026-03-21,08:57,287,232,55,Truck,Available,23,23,2035,Active
P1176,Porur,2026-01-05,19:50,54,26,28,Car,Available,143,94,560,Inactive
P1177,Velachery,2026-06-20,09:10,199,91,108,Bike,Full,24,19,3888,Inactive
P1178,Tambaram,2026-06-27,14:10,205,115,90,EV,Full,141,135,6480,Inactive
P1179,Velachery,2026-02-07,04:31,222,49,173,Car,Available,34,14,4498,Inactive
P1180,Adyar,2026-03-22,19:10,242,215,27,Bike,Available,74,60,2025,Inactive
P1181,Tambaram,2026-04-14,00:34,210,191,19,Car,Full,120,95,380,Inactive
P1182,OMR,2026-02-10,16:03,205,194,11,EV,Full,31,18,583,Inactive
P1183,OMR,2026-01-13,14:07,142,62,80,Truck,Full,113,99,4400,Active
P1184,Guindy,2026-01-06,02:32,253,55,198,Bike,Available,118,103,14652,Inactive
P1185,Velachery,2026-03-24,11:54,200,11,189,Truck,Full,67,43,14931,Active
P1186,Tambaram,2026-01-13,01:34,93,71,22,Car,Available,54,25,1298,Inactive
P1187,Tambaram,2026-01-02,23:57,298,264,34,Truck,Full,101,94,2686,Active
P1188,Velachery,2026-04-12,11:46,151,33,118,Bike,Full,128,11,3540,Active
P1189,Porur,2026-05-28,14:27,62,28,34,Truck,Full,31,28,1972,Inactive
P1190,OMR,2026-06-16,18:13,256,127,129,Truck,Available,81,57,2838,Active
P1191,Anna Nagar,2026-01-31,04:03,279,61,218,Car,Full,67,63,7848,Inactive
P1192,Velachery,2026-06-22,17:36,80,4,76,Car,Available,54,30,4332,Active
P1193,Anna Nagar,2026-03-25,16:42,262,241,21,Truck,Available,59,48,1365,Active
P1194,Tambaram,2026-04-02,10:29,61,1,60,EV,Full,141,131,3900,Active
P1195,Adyar,2026-05-09,01:31,163,81,82,Truck,Full,75,57,2296,Inactive
P1196,Porur,2026-01-11,12:57,205,23,182,Truck,Full,45,15,3822,Active
P1197,Anna Nagar,2026-01-14,01:30,134,8,126,Truck,Available,150,140,8442,Inactive
P1198,Anna Nagar,2026-04-08,01:33,157,97,60,Bike,Full,70,11,1860,Inactive
P1199,T Nagar,2026-06-01,09:25,104,65,39,Truck,Full,64,44,1287,Active
P1200,Guindy,2026-06-05,02:44,292,157,135,Car,Full,38,17,9450,Active
P1201,T Nagar,2026-05-23,22:13,196,165,31,EV,Available,52,47,1085,Active
P1202,OMR,2026-05-07,05:03,290,39,251,Bike,Available,137,130,8283,Inactive
P1203,Tambaram,2026-03-01,13:05,53,2,51,Bike,Available,57,56,3468,Inactive
P1204,Anna Nagar,2026-04-14,16:17,294,22,272,EV,Available,36,27,18496,Active
P1205,Tambaram,2026-01-18,12:32,263,240,23,Truck,Full,21,10,1679,Inactive
P1206,Porur,2026-04-16,00:38,83,64,19,EV,Available,27,26,570,Inactive
P1207,Tambaram,2026-03-16,23:41,243,115,128,EV,Available,141,79,8832,Inactive
P1208,Velachery,2026-05-24,23:09,78,27,51,Truck,Available,84,70,3621,Active
P1209,T Nagar,2026-04-13,12:09,117,31,86,Truck,Available,116,73,3526,Inactive
P1210,Anna Nagar,2026-06-17,03:41,78,22,56,Truck,Full,56,45,4480,Inactive
P1211,Anna Nagar,2026-05-01,16:32,182,45,137,Car,Full,62,35,9727,Inactive
P1212,Porur,2026-02-20,14:05,211,188,23,EV,Full,22,22,667,Active
P1213,T Nagar,2026-06-10,04:59,288,31,257,Car,Available,148,133,11308,Inactive
P1214,Velachery,2026-04-05,05:59,101,38,63,Bike,Full,128,36,3780,Inactive
P1215,Tambaram,2026-03-20,05:28,194,93,101,EV,Full,127,77,3232,Inactive
P1216,T Nagar,2026-03-06,19:07,145,30,115,Bike,Full,38,32,2300,Active
P1217,Anna Nagar,2026-01-06,22:52,72,4,68,Car,Full,80,66,5236,Active
P1218,Velachery,2026-01-19,20:01,141,26,115,Bike,Available,128,124,6900,Active
P1219,Porur,2026-01-08,21:06,294,145,149,EV,Full,62,45,11324,Inactive
P1220,Anna Nagar,2026-05-18,01:00,153,119,34,EV,Full,43,24,986,Active
P1221,Anna Nagar,2026-05-26,22:40,265,83,182,Bike,Available,132,130,10192,Active
P1222,Tambaram,2026-05-04,21:00,90,28,62,Truck,Available,71,66,1240,Active
P1223,Velachery,2026-01-24,06:19,233,181,52,Truck,Full,125,71,1872,Active
P1224,Tambaram,2026-06-01,03:00,280,161,119,Truck,Full,143,21,9282,Inactive
P1225,OMR,2026-03-26,18:36,271,214,57,Bike,Available,100,83,3078,Active
P1226,Adyar,2026-01-09,00:42,167,59,108,Bike,Available,77,72,2376,Active
P1227,T Nagar,2026-03-01,19:32,290,205,85,Bike,Available,26,12,6545,Inactive
P1228,OMR,2026-06-04,04:43,76,56,20,Bike,Available,62,44,1100,Inactive
P1229,T Nagar,2026-03-22,08:32,192,109,83,Bike,Available,98,85,3486,Inactive
P1230,Tambaram,2026-03-11,00:21,123,83,40,Car,Full,41,31,880,Inactive
P1231,Porur,2026-02-22,15:33,51,11,40,Bike,Full,95,67,2520,Active
P1232,Adyar,2026-05-03,12:04,300,109,191,Truck,Full,102,36,13370,Active
P1233,OMR,2026-03-10,14:58,142,86,56,EV,Full,112,71,1568,Inactive
P1234,Porur,2026-05-21,00:48,87,21,66,EV,Available,62,12,3762,Inactive
P1235,Guindy,2026-04-13,02:04,64,23,41,Truck,Available,91,70,2296,Active
P1236,OMR,2026-03-12,20:24,197,70,127,EV,Full,123,37,8001,Inactive
P1237,Tambaram,2026-01-28,16:22,176,145,31,Car,Available,73,30,1581,Active
P1238,Anna Nagar,2026-03-11,22:39,132,9,123,Bike,Available,106,34,6150,Inactive
P1239,Velachery,2026-06-05,00:16,281,257,24,Bike,Full,101,87,1632,Active
P1240,Anna Nagar,2026-05-04,19:36,85,24,61,EV,Available,123,117,1281,Inactive
P1241,T Nagar,2026-04-02,07:14,75,2,73,EV,Available,148,139,3358,Inactive
P1242,Guindy,2026-05-06,00:00,193,31,162,Truck,Available,49,18,7290,Inactive
P1243,Adyar,2026-04-24,10:48,181,25,156,Truck,Available,117,83,5928,Inactive
P1244,Adyar,2026-03-03,11:00,175,138,37,Bike,Available,147,108,1924,Active
P1245,Tambaram,2026-06-19,17:46,234,73,161,Car,Full,112,109,10948,Active
P1246,Adyar,2026-01-01,18:47,228,22,206,Car,Full,57,23,6386,Active
P1247,T Nagar,2026-02-03,07:04,167,33,134,Car,Full,126,73,8040,Inactive
P1248,T Nagar,2026-01-14,16:04,106,26,80,Bike,Full,120,30,3440,Inactive
P1249,T Nagar,2026-05-26,10:31,182,106,76,Truck,Available,47,38,5244,Active
P1250,Tambaram,2026-06-06,00:02,193,60,133,Truck,Available,120,23,7448,Inactive
P1251,T Nagar,2026-01-16,03:29,75,46,29,EV,Available,125,69,2204,Active
P1252,Tambaram,2026-02-26,09:18,250,237,13,Truck,Full,72,68,377,Active
P1253,T Nagar,2026-02-03,18:19,297,254,43,Car,Full,89,80,2193,Inactive
P1254,Tambaram,2026-04-23,13:12,220,186,34,Car,Full,64,17,2652,Inactive
P1255,Adyar,2026-03-13,17:06,243,215,28,Bike,Available,71,62,1736,Inactive
P1256,OMR,2026-05-05,12:03,211,45,166,Truck,Available,28,20,8632,Inactive
P1257,Anna Nagar,2026-01-13,09:43,288,104,184,Bike,Available,88,24,8832,Inactive
P1258,Anna Nagar,2026-04-23,22:16,163,151,12,Bike,Full,143,45,468,Active
P1259,Tambaram,2026-04-25,19:07,50,34,16,Truck,Available,134,47,1008,Active
P1260,Tambaram,2026-03-18,22:47,274,14,260,Car,Available,92,89,7540,Active
P1261,OMR,2026-04-26,07:44,110,15,95,Bike,Available,73,26,7125,Inactive
P1262,Porur,2026-04-09,22:59,250,76,174,Bike,Full,77,23,10614,Inactive
P1263,Porur,2026-03-14,21:52,126,9,117,Car,Available,49,17,6201,Inactive
P1264,Velachery,2026-06-12,01:53,209,173,36,Bike,Full,63,54,2700,Active
P1265,OMR,2026-05-06,15:47,74,42,32,Bike,Available,70,50,2112,Inactive
P1266,Adyar,2026-05-23,02:28,299,181,118,Bike,Available,30,10,8024,Active
P1267,Anna Nagar,2026-04-13,09:25,261,231,30,Car,Full,29,26,1770,Inactive
P1268,Porur,2026-05-06,14:04,235,97,138,Truck,Full,57,57,10902,Inactive
P1269,Tambaram,2026-01-26,12:16,167,63,104,Bike,Full,116,113,7384,Inactive
